Sl_No,GEMS_ID    W,STATE,DISTRICT,BLOCK,LOCATION,LONGITUDE,LATITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U_ppb_
137,W200500075090001,Maharashtra,Aurangabad,KHULDABAD,Walur Tanda,75.15,20.08333333,2022,7.97,1780,0,628.5,138.3,78.4,81.2,,460,60.1,75.3,200.8,1.4,1.24,,,2
138,W201000075380001,Maharashtra,Aurangabad,SILLOD,Kaigaon,75.63333333,20.16666667,2022,7.61,1096,0,335.6,95.7,63.9,78.1,,370,62.1,52.2,53.1,25.6,0.61,,,0
139,W200100075234001,Maharashtra,Aurangabad,AURANGABAD,Chauka,75.39444444,20.01666667,2022,7.59,1009,0,360,78,53.7,54.2,,310,56.1,41.3,53,45.7,0.5,,,1
140,W201000075040001,Maharashtra,Aurangabad,KANNAD,Kinnal,75.06666667,20.00277778,2022,7.52,1403,0,280.7,156,197.5,52.9,,510,94.2,66.8,91.2,0.8,0.59,,,3
141,W200015075113001,Maharashtra,Aurangabad,KHULDABAD,Khuldabad,75.19166667,20.00027778,2022,7.89,1457,0,555.3,124.1,47,64.8,,490,60.1,82.6,95.9,1.3,0.56,,,2
142,W200205075020501,Maharashtra,Aurangabad,KANNAD,Devgaon-1,75.03472222,20.03472222,2022,7.7,1354,0,286.8,180.8,100.2,67,,460,76.2,65.6,81,1.2,0.43,,,1
143,W194158075002301,Maharashtra,Aurangabad,GANAGAPUR,Gangapur-3,75.00083333,19.69944444,2022,7.45,1633,0,335.6,187.9,170.1,60.3,,545,104.2,69.3,98.6,1.3,0.34,,,2
144,W200323074534001,Maharashtra,Aurangabad,VAIJAPUR,Garaj,74.89444444,20.05638889,2022,7.6,1250,0,213.6,170.2,83.2,59.9,,450,72.1,65.6,47.9,1.5,0.39,,,1
145,W195554074423801,Maharashtra,Aurangabad,VAIJAPUR,Vaijapur,74.71055556,19.93166667,2022,7.78,852,0,305.1,99.3,45.1,10.8,,300,52.1,41.3,54.1,1.2,0.69,,,0
146,W201728075161901,Maharashtra,Aurangabad,KANNAD,Hasta,75.27194444,20.29111111,2022,7.77,884.8,0,286.8,60.3,34.7,78.1,,345,54.1,51,23.8,0.7,0.54,,,0
147,W193904075200701,Maharashtra,Aurangabad,PAITHAN,Taherpur,75.33527778,19.65111111,2022,7.76,3339,0,543.1,482.1,359.6,80,,780,84.2,138.5,404.6,1.7,0.81,,,1
148,W193155075302401,Maharashtra,Aurangabad,PAITHAN,Dawarwadi,75.50666667,19.53194444,2022,7.99,1062,0,353.9,106.4,60.3,24.3,,310,38.1,52.2,85.5,0.5,0.58,,,1
149,W195206075281701,Maharashtra,Aurangabad,AURANGABAD,Shendra,75.47138889,19.86833333,2022,7.63,2432,0,445.4,386.4,205.3,66.3,,760,118.2,113,181.6,1.8,0.63,,,3
150,W195409075184501,Maharashtra,Aurangabad,AURANGABAD,Abad Vidhyapeeth,75.3125,19.9025,2022,7.64,1428,0,500.4,198.5,31.9,8.7,,485,68.1,76.5,92.1,1.1,0.54,,,0
151,W195051074495201,Maharashtra,Aurangabad,VAIJAPUR,Waghalgaon,74.83111111,19.8475,2022,7.74,1253,0,317.3,134.7,67.5,65.6,,500,78.2,74.1,52.7,0.6,0.59,,,0
152,W194352075072701,Maharashtra,Aurangabad,GANAGAPUR,Dahegaon Bangla,75.11861111,19.73111111,2022,7.78,823.5,0,268.5,60.3,47.7,60.2,,310,54.1,42.5,30.3,0.8,0.53,,,0
153,W202723075423601,Maharashtra,Aurangabad,SILLOD,Golegaon Budruk,75.71,20.45638889,2022,7.82,1664,0,378.3,198.5,68.8,85.2,,550,64.1,94.8,75,2.5,0.56,,,1
154,W195321075184201,Maharashtra,Aurangabad,AURANGABAD,Abad PES polytec,75.31166667,19.88916667,2022,7.53,1163,0,378.3,134.7,65.8,36,,365,60.1,52.2,94.8,1.8,0.45,,,0
155,W195310075185401,Maharashtra,Aurangabad,AURANGABAD,Abad Police HQ,75.315,19.88611111,2022,7.77,1177,0,323.4,124.1,74,61,,325,52.1,47.4,99,3.7,0.49,,,4
156,W195305075201201,Maharashtra,Aurangabad,AURANGABAD,Abad PWD RH,75.33666667,19.88472222,2022,7.92,947.6,0,317.3,99.3,24.9,15.3,,260,54.1,30.4,66.3,6.2,0.48,,,0
157,W193418075370901,Maharashtra,Aurangabad,PAITHAN,Pachud-1,75.63333333,19.58333333,2022,7.56,958.2,0,323.4,81.5,64.6,45.9,,350,64.1,46.2,48,1.2,0.58,,,1
158,W192925075234401,Maharashtra,Aurangabad,PAITHAN,Paithan-1,75.39555556,19.49027778,2022,7.8,1458,0,378.3,180.8,144.7,10.1,,400,52.1,65.6,146.6,1,0.53,,,1
159,W202121075334301,Maharashtra,Aurangabad,SILLOD,Bharadi,75.56194444,20.35583333,2022,7.65,999,0,183.1,141.8,81.3,65.6,,395,64.1,57.1,35.5,0.7,0.55,,,2
160,W201156075331301,Maharashtra,Aurangabad,SILLOD,Aalandh,75.93361111,20.34111111,2022,7.79,981.9,0,305.1,63.8,61.9,68.3,,360,62.1,49.8,33.7,1.8,0.57,,,1
161,W195317075185301,Maharashtra,Aurangabad,AURANGABAD,Panchakki-Aurangabad,75.31472222,19.88805556,2022,7.59,1118,0,360,131.2,58.3,20.2,,315,54.1,43.7,103.5,4.2,0.44,,,0
162,W195401075192102,Maharashtra,Aurangabad,AURANGABAD,Aurangabad City-Bibi Ka,75.3225,19.90027778,2022,7.52,1289,0,384.4,127.6,122.7,32.3,,445,66.1,68,74.2,1.8,0.65,,,1
163,W195650075131601,Maharashtra,Aurangabad,KHULDABAD,Daulatabad Fort,75.22111111,19.94722222,2022,7.74,834.6,0,396.6,42.5,39.7,13.8,,260,40.1,38.9,59.3,13.8,0.47,,,0
164,W201011075075401,Maharashtra,Aurangabad,KANNAD,Hatnur1,75.13166667,20.16972222,2022,7.59,1123,0,268.5,102.8,84.5,64,,395,54.1,63.2,48.9,0.7,0.52,,,1
165,W194621074544401,Maharashtra,Aurangabad,GANAGAPUR,Varkhed (Rajanggaon),74.91194444,19.77222222,2022,7.94,699,0,262.4,39,39.3,60.3,,290,46.1,42.5,26.5,0.5,0.51,,,0
166,W203230075443001,Maharashtra,Aurangabad,SILLOD,Ajanta,75.74166667,20.54166667,2022,7.72,1664,0,549.2,159.5,70.2,60.4,,475,52.1,83.8,98.8,60.3,0.38,,,1
167,W203458075402301,Maharashtra,Aurangabad,SOEGAON,Jangla Tanda-1,75.67305556,20.58277778,2022,7.73,1324,0,366.1,134.7,73.3,51.7,,440,50.1,76.5,65,8.7,0.49,,,1
168,W203535075423001,Maharashtra,Aurangabad,SOEGAON,Fardapur-1,75.70833333,20.59305556,2022,7.64,952.8,0,305.1,85.1,60.2,50.5,,365,58.1,53.5,42.3,1.1,0.46,,,0
169,W203529075371501,Maharashtra,Aurangabad,SOEGAON,Soyegaon-1,75.62083333,20.59138889,2022,7.54,1286,0,469.9,109.9,57.1,48.1,,485,64.1,79,51.7,4.6,0.57,,,1
170,W184400076240001,Maharashtra,Beed,AMBEJOGAI,Ambejogai,76.4,18.73333333,2022,7.53,1078,0,244.1,92.2,166,21.1,,245,52.1,27.9,106.9,3.2,0.77,,,0
171,W191700075360001,Maharashtra,Beed,GEORAI,Umapur,75.6,19.28333333,2022,7.51,712.6,0,305.1,21.3,36.3,80,,260,48.1,34,44.4,0.9,1.14,,,0
172,W184300076080001,Maharashtra,Beed,Kaij,Kumbhephal,76.13333333,18.71666667,2022,7.23,1315,0,299,141.8,85.2,77,,445,80.2,59.5,50.1,2.8,0.53,,,0
173,W185000076290001,Maharashtra,Beed,AMBEJOGAI,Kanerwadi,76.48333333,18.83333333,2022,7.88,538.5,0,244.1,28.4,36.2,11.2,,195,40.1,23.1,28.6,12.6,0.57,,,0
174,W190400075190001,Maharashtra,Beed,PATODA,Manur,75.31666667,19.06666667,2022,7.36,9776,0,1110.6,1822.1,438.8,92.4,,3100,1062.1,109.4,426.6,305.8,0.66,,,8
175,W185600075380001,Maharashtra,Beed,PATODA,Pithi,75.63333333,18.93333333,2022,7.95,2213,0,823.8,244.6,58.3,24.7,,445,104.2,45,158.7,165.8,0.57,,,1
176,W185600075213001,Maharashtra,Beed,PATODA,Pimpalwandi,75.35833333,18.93333333,2022,7.98,897.8,0,347.8,67.4,54.8,17.6,,320,52.1,46.2,45.3,2,0.93,,,0
177,W185900076110001,Maharashtra,Beed,MANJLEGAON,Telgaon,76.18333333,18.98333333,2022,7.9,791,0,292.9,70.9,63.9,6.9,,280,88.2,14.6,48.8,7.3,0.71,,,0
178,W184600075333001,Maharashtra,Beed,Patoda,Daskhed,75.55833333,18.76666667,2022,7.82,598,0,183.1,39,43.4,68.6,,210,42.1,25.5,34.4,1.2,0.69,,,0
179,W185700075120001,Maharashtra,Beed,ASHTI,Doithana,75.2,18.95,2022,8.06,675.5,0,317.3,39,23.6,4.5,,260,34.1,42.5,31,1.2,0.89,,,0
180,W185800075530001,Maharashtra,Beed,BEED,Mauj,75.88333333,18.96666667,2022,7.69,1148,0,335.6,74.4,83.8,87.2,,345,40.1,59.5,73.8,1.4,1.05,,,0
181,W185900076020001,Maharashtra,Beed,KAIJ,Wadwani,76.03333333,18.98333333,2022,8.07,1723,0,610.2,138.3,83,80.5,,420,60.1,65.6,138.4,54.2,1,,,0
182,W185900076230001,Maharashtra,Beed,MANJLEGAON,Sirsala,76.38333333,18.98333333,2022,7.83,2872,0,750.5,219.8,226.9,27.8,,935,80.2,178.6,101,99,0.61,,,3
183,W191040075375501,Maharashtra,Beed,GEORAI,Kolegaon,75.63194444,19.17777778,2022,7.83,658.1,0,256.3,67.4,40,2.6,,260,30.1,45,29.4,2.2,0.79,,,0
184,W185200075280001,Maharashtra,Beed,PATODA,Patoda,75.46666667,18.86666667,2022,7.63,1445,0,457.7,141.8,81.9,45.9,,430,58.1,69.3,91.4,10.7,0.46,,,0
185,W185100076320001,Maharashtra,Beed,AMBEJOGAI,Parli,76.53333333,18.85,2022,7.87,1086,0,256.3,99.3,158.7,24.6,,410,72.1,55.9,47.1,1.9,0.64,,,0
186,W185455075445001,Maharashtra,Beed,BEED,Pali,75.74722222,18.91527778,2022,7.73,684.3,0,353.9,21.3,29,14,,260,24,48.6,36.6,0.3,0.66,,,0
187,W191300075552001,Maharashtra,Beed,GEORAI,Bhend Takli,75.92222222,19.21666667,2022,7.98,545.1,0,213.6,24.8,54.2,16,,215,38.1,29.2,21.5,1.4,1.03,,,0
188,W184400076384001,Maharashtra,Beed,AMBEJOGAI,Dharmapuri,76.64444444,18.73333333,2022,8,494.7,0,231.9,17.7,33.6,26.8,,195,28.1,30.4,24.7,0.5,0.93,,,0
189,W190325075255201,Maharashtra,Beed,PATODA,Sirur,75.43111111,19.05694444,2022,8.04,1787,0,372.2,148.9,248.5,13.3,,340,54.1,49.8,235.5,7.1,0.92,,,0
190,W190616076124501,Maharashtra,Beed,MANJLEGAON,Patrud-1,76.2125,19.10027778,2022,7.98,909.8,0,353.9,42.5,41.9,81.8,,270,32.1,46.2,76.8,1.5,1.4,,,1
191,W184002076251801,Maharashtra,Beed,Ambejogai,Saigaon-1,76.42166667,18.66722222,2022,7.84,992,0,231.9,99.3,79.8,79,,345,60.1,47.4,44.2,1.5,0.73,,,0
192,W184756076063101,Maharashtra,Beed,KAIJ,Dharur-1,76.10861111,18.79888889,2022,8.11,627.6,0,286.8,31.9,41.7,16.1,,205,32.1,30.4,49.3,1,1.84,,,0
193,W184634075504701,Maharashtra,Beed,Beed,Nandur Phata,75.84638889,18.77611111,2022,7.64,992.8,0,305.1,85.1,62.6,70.8,,340,32.1,63.2,51.3,2.5,0.92,,,0
194,W184741076114301,Maharashtra,Beed,AMBEJOGAI,Waguli,76.19527778,18.79472222,2022,7.84,1115,0,292.9,92.2,23.7,80.9,,210,30.1,32.8,95.1,2.1,1.26,,,0
195,W185407075105101,Maharashtra,Beed,ASHTI,Kinhi,75.18083333,18.90194444,2022,7.84,984.2,0,299,78,55.2,83.6,,340,36.1,60.8,47.8,8.3,0.98,,,1
196,W190116075453001,Maharashtra,Beed,BEED,Jirewadi-1,75.75833333,19.01694444,2022,7.89,2882,0,524.8,326.1,222.1,85.1,,360,24,72.9,357.1,9.7,0.93,,,1
197,W185727074583201,Maharashtra,Beed,ASHTI,Waghluj,74.97555556,18.9575,2022,8,868.7,0,341.7,74.4,53.3,15.5,,290,30.1,52.2,57.9,1.2,1.05,,,0
198,W185246075052601,Maharashtra,Beed,ASHTI,Sheri Bk,75.085,18.87944444,2022,7.65,2667,0,366.1,340.3,191.2,81.3,,780,158.3,93.6,163.5,4.4,0.8,,,3
199,W191629075441901,Maharashtra,Beed,GEORAI,Georai-1,75.73861111,19.27472222,2022,7.74,1885,0,341.7,244.6,249,77.2,,530,90.2,74.1,156.4,3.7,1.22,,,2
200,W191030075302801,Maharashtra,Beed,GEORAI,Tintarvani-1,75.50777778,19.175,2022,7.59,3238,0,421,453.8,228.8,70.9,,505,52.1,91.1,191.1,209,0.83,,,4
201,W190226075281401,Maharashtra,Beed,PATODA,Anandgaon,75.47055556,19.04055556,2022,7.86,782.8,0,317.3,31.9,59,41.9,,285,36.1,47.4,40.7,1.6,0.79,,,0
202,W185544075263401,Maharashtra,Beed,PATODA,Dongar Kini-1,75.44277778,18.92888889,2022,7.74,694.5,0,305.1,39,37.5,11.6,,265,30.1,46.2,34.5,1,0.69,,,0
203,W185921076155901,Maharashtra,Beed,MANJLEGAON,Dindrur-1,76.26638889,18.98916667,2022,8.13,1556,0,549.2,95.7,57.4,80.2,,250,18,49.8,185.3,2.7,1.52,,,1
204,W190345075450801,Maharashtra,Beed,BEED,Ghosapuri,75.75222222,19.05111111,2022,7.74,919.7,0,262.4,85.1,58,45.4,,325,42.1,53.5,39.7,1,0.95,,,0
205,W191947075430901,Maharashtra,Beed,GEORAI,Nagjhera,75.71916667,19.32972222,2022,7.63,1691,0,341.7,187.9,160.4,65.8,,470,44.1,87.5,104.5,4.4,0.98,,,1
206,W185041075443501,Maharashtra,Beed,GEORAI,Kapildhar,75.74305556,18.84472222,2022,7.85,1311,0,311.2,131.2,72.3,41.6,,365,50.1,58.3,61.7,2.3,0.73,,,1
207,W185448075364301,Maharashtra,Beed,PATODA,Naygaon,75.61194444,18.91333333,2022,7.82,1281,0,347.8,124.1,71.9,45.4,,400,28.1,80.2,58.5,1,0.73,,,0
208,W184116076183201,Maharashtra,Beed,Kaij,Lokhandi Sawargaon-1,76.30888889,18.68777778,2022,7.71,694.5,0,225.8,49.6,39.5,44.6,,235,38.1,34,32.2,0.5,0.69,,,0
209,W190835075435301,Maharashtra,Beed,GEORAI,Pinpalnar,75.9525,19.04388889,2022,7.74,1094,0,250.2,85.1,75.8,71.1,,345,48.1,54.7,37.7,1,0.79,,,0
210,W184211075565201,Maharashtra,Beed,Kaij,Kalegaon,75.94777778,18.70305556,2022,7.85,717.5,0,231.9,56.7,35.6,38.7,,255,36.1,40.1,28.1,0.8,0.82,,,0
211,W191210075514601,Maharashtra,Beed,GEORAI,Shirsadevi,75.86277778,19.20277778,2022,8.2,1006,0,500.4,24.8,29.4,60.6,,125,16,20.7,165.7,2.7,1.57,,,2
212,W184243075413401,Maharashtra,Beed,Beed,Chausala,75.69277778,18.71194444,2022,7.73,778.6,0,250.2,67.4,38.8,59.6,,285,24,54.7,37,1.3,0.78,,,0
213,W184920075072501,Maharashtra,Beed,ASHTI,Kasari,75.12361111,18.82222222,2022,7.98,919.8,0,323.4,70.9,70.4,21.8,,295,30.1,53.5,59.3,0.9,1.12,,,0
214,W190238075570901,Maharashtra,Beed,BEED,Kumbhawadi,75.73138889,19.14305556,2022,7.84,873.8,0,329.5,46.1,45.8,64.3,,280,28.1,51,52.4,7.1,1.35,,,0
215,W185641075451301,Maharashtra,Beed,BEED,Aher Wadgaon,75.75361111,18.94472222,2022,7.86,903.1,0,366.1,53.2,45.5,37.9,,325,26.1,63.2,39.2,10.7,0.91,,,0
216,W191752075413101,Maharashtra,Beed,GEORAI,Dhondrai-1,#VALUE!,#VALUE!,2022,7.84,851.1,0,225.8,85.1,58.7,31.5,,305,58.1,38.9,28.3,0.9,0.75,,,0
217,W184052075565501,Maharashtra,Beed,,Uttareshwar Pimpri,#VALUE!,#VALUE!,2022,7.74,1026,0,274.6,117,33,60.7,,365,44.1,62,37,0.6,1.11,,,0
218,W185240075275801,Maharashtra,Beed,PATODA,Chumbli,#VALUE!,#VALUE!,2022,8.13,519.2,0,256.3,17.7,20.4,9,,95,30.1,4.9,69.5,3.2,0.86,,,0
219,W184000075090001,Maharashtra,Beed,ASHTI,Khadkhat,75.15,18.66666667,2022,7.87,3104,0,305.1,521.1,61.6,68.6,,675,138.3,80.2,173.6,25.2,0.97,,,3
220,W184800075100001,Maharashtra,Beed,ASHTI,Ashti,75.16666667,18.8,2022,8.17,712.9,0,189.2,85.1,41,37.5,,120,32.1,9.7,93.9,0.8,1.58,,,0
221,W185716074584701,Maharashtra,Beed,ASHTI,Dhanora-1,75.01694444,18.91694444,2022,7.99,797.2,0,286.8,124.1,54.8,22.3,,370,46.1,62,36.7,2.8,1.04,,,0
222,W184759075215201,Maharashtra,Beed,PATODA,Sautada,75.36444444,18.79972222,2022,7.92,709.8,0,305.1,56.7,28.3,25.8,,195,70.1,4.9,97.2,2.8,0.8,,,0
223,W210500079590001,Maharashtra,Bhandara,SAKOLI,Sakoli,79.98333333,21.08333333,2022,7.41,686.5,0,323.4,49.6,6.9,2.6,,295,54.1,38.9,17.3,1.6,1.05,,,7
224,W212200079430001,Maharashtra,Bhandara,MOHADI,Tumsar Khapa,79.71666667,21.36666667,2022,7.2,1465,0,335.6,230.4,95.1,42.3,,425,80.2,54.7,127.1,5.9,1.1,,,3
225,W212300079350001,Maharashtra,Bhandara,MOHADI,Jamb,79.58333333,21.38333333,2022,7.25,1305,0,329.5,163.1,82.1,65.8,,425,86.2,51,90,3.6,0.6,,,11
226,W210800079423001,Maharashtra,Bhandara,BHANDARA,Palari,79.70833333,21.13333333,2022,7.12,1383,0,219.7,255.2,93.5,88.3,,490,128.3,41.3,89.2,0.7,0.61,,,4
227,W210600079410001,Maharashtra,Bhandara,BHANDARA,Daodipar Khapa,79.68333333,21.1,2022,7.56,1109,0,195.3,184.3,68.4,79.3,,395,84.2,45,65.2,3.9,1.06,,,1
228,W210800079560001,Maharashtra,Bhandara,SAKOLI,Ekodi,79.93333333,21.13333333,2022,7.69,170.2,0,73.2,10.6,6.9,4.1,,70,20,4.9,5.2,2.8,0.66,,,0
229,W212730079502501,Maharashtra,Bhandara,TUMSAR,Sihora,79.84027778,21.45833333,2022,7.51,1001,0,244.1,138.3,66.8,42,,360,38.1,64.4,53,6.6,0.61,,,2
230,W212815079430001,Maharashtra,Bhandara,TUMSAR,Chicholi,79.71666667,21.47083333,2022,7.67,637.7,0,231.9,49.6,51.8,15.3,,195,34.1,26.7,48.3,17.3,0.71,,,2
231,W205700079480001,Maharashtra,Bhandara,LAKHANDUR,Madgi,79.8,20.95,2022,7.6,627,0,183.1,63.8,31.9,40.3,,265,40.1,40.1,21.6,1.7,0.96,,,2
232,W212350079402001,Maharashtra,Bhandara,MOHADI,Usarra,79.67222222,21.39722222,2022,7.29,1534,0,305.1,212.7,137.8,89,,390,76.2,48.6,105.2,91.6,0.95,,,25
233,W210930079391501,Maharashtra,Bhandara,BHANDARA,Bhandara,79.65416667,21.15833333,2022,7.76,650.1,0,292.9,35.5,35.1,6.7,,245,30.1,41.3,38.4,3.1,0.89,,,13
234,W204630079373501,Maharashtra,Bhandara,PAUNI,Pauni,79.62638889,20.775,2022,7.79,569.8,0,207.5,46.1,47.2,7.5,,155,20,25.5,61.3,1.7,0.78,,,5
235,W204445079530501,Maharashtra,Bhandara,LAKHANDUR,Lakhandur,79.88472222,20.74583333,2022,7.67,181.6,0,91.5,7.1,0,5.3,,75,20,6.1,5.9,2.9,0.73,,,13
236,W211400079384801,Maharashtra,Bhandara,MOHADI,Varti,79.64666667,21.23333333,2022,7.76,417.7,0,183.1,21.3,18.4,10.3,,140,14,25.5,28.6,3.2,0.92,,,5
237,W210033079583401,Maharashtra,Bhandara,SAKOLI,Sakra,79.97611111,21.00916667,2022,7.57,548,0,91.5,102.8,50,2.1,,175,30.1,24.3,24.4,34.2,0.63,,,0
238,W211700079410002,Maharashtra,Bhandara,MOHADI,Dahegaon2,79.68333333,21.28333333,2022,7.48,560.4,0,170.9,56.7,49.5,3.8,,135,16,23.1,52.3,15.3,0.66,,,1
239,W210730079403001,Maharashtra,Bhandara,BHANDARA,Ambadi,79.675,21.1175,2022,7.66,844.4,0,122,170.2,51.2,22.4,,325,60.1,42.5,36.5,19.1,0.68,,,4
240,W210225079403501,Maharashtra,Bhandara,BHANDARA,Shrinagar,79.67638889,21.04027778,2022,7.71,1708,0,286.8,379.3,72.2,11.2,,615,20,137.3,86.2,11.3,1.05,,,4
241,W205517079510401,Maharashtra,Bhandara,PAUNI,Kawalewada,79.85111111,20.92138889,2022,7.52,489.6,0,140.3,67.4,19.1,30.8,,185,38.1,21.9,23.8,9.1,0.69,,,3
242,W210030079410901,Maharashtra,Bhandara,BHANDARA,Pagora,79.68583333,21.00083333,2022,7.32,910.7,0,378.3,63.8,32.1,13.3,,200,22,35.2,115.5,2.4,1.87,,,6
243,W205008079462401,Maharashtra,Bhandara,SAKOLI,Masal,79.77333333,20.83555556,2022,7.56,465,0,146.4,56.7,13.3,30.5,,145,26.1,19.4,37,9.8,0.95,,,32
244,W205814079540101,Maharashtra,Bhandara,SAKOLI,Murmadi,79.90027778,20.97055556,2022,7.92,706.1,0,152.6,138.3,22.7,9.7,,150,26.1,20.7,92.3,11.6,1.31,,,31
245,W212848079342401,Maharashtra,Bhandara,TUMSAR,Landejhari,79.57333333,21.48,2022,7.96,755.4,0,213.6,102.8,35.9,22.2,,145,8,30.4,101.2,7.5,0.94,,,10
246,W213206079421701,Maharashtra,Bhandara,TUMSAR,Paunarkhairi,79.70472222,21.535,2022,7.55,656.8,0,274.6,42.5,19.9,29.6,,140,6,30.4,76.5,10,1.34,,,4
247,W212433079470401,Maharashtra,Bhandara,TUMSAR,Khair Langi,79.78444444,21.40916667,2022,7.92,2282,0,488.2,489.2,63.1,4.6,,395,8,91.1,338.6,5.9,1.66,,,3
248,W213126079433501,Maharashtra,Bhandara,TUMSAR,Gobarwahi,79.72638889,21.52388889,2022,7.72,553.8,0,158.7,67.4,36.1,2.6,,140,14,25.5,65,2,1.82,,,4
249,W210559079440601,Maharashtra,Bhandara,BHANDARA,Dhargaon-1,79.735,21.09972222,2022,7.78,875.3,0,219.7,131.2,47.3,14.9,,310,24,60.8,57.9,5.5,2.06,,,7
250,W210341079543301,Maharashtra,Bhandara,SAKOLI,Mundipar Sadak,79.90916667,21.06138889,2022,7.52,743.4,0,292.9,63.8,30.4,8.3,,270,50.1,35.2,34.5,12.3,1.6,,,69
251,W200900076340001,Maharashtra,Buldhana,MEHKAR,Mehkar,76.56666667,20.15,2022,7.53,2072,0,476,276.5,164.2,90,,795,230.5,53.5,95.9,6.2,0.49,,,3
252,W200100076020001,Maharashtra,Buldhana,DEULGAON RAJA,Deolgaon Raja,76.03333333,20.01666667,2022,7.57,1642,0,451.5,177.3,149.9,86.5,,625,122.2,77.8,74.7,0.7,0.49,,,1
253,W195700076030001,Maharashtra,Buldhana,DEULGAON RAJA,Sindkhed Raja,76.05,19.95,2022,7.79,727,0,286.8,67.4,28.6,7.6,,270,58.1,30.4,26.6,10.5,0.28,,,1
254,W202630076134501,Maharashtra,Buldhana,CHIKHLI,Kelwad,76.22916667,20.44166667,2022,7.68,1498,0,500.4,148.9,63.6,36.5,,460,50.1,81.4,66,36.9,0.38,,,1
255,W200515076320501,Maharashtra,Buldhana,LONAR,Sultanpur,76.53472222,20.08361111,2022,7.55,1658,0,427.1,237.5,70,33.5,,485,80.2,69.3,105.3,5.4,0.42,,,2
256,W195900076330002,Maharashtra,Buldhana,LONAR,Lonar1,76.55,19.98333333,2022,7.66,2015,0,598,265.9,75.5,38.6,,680,120.2,92.3,97.8,29.8,0.15,,,2
257,W204033076312801,Maharashtra,Buldhana,KHAMGAON,Godhnapur,76.52444444,20.67583333,2022,7.75,1013,0,439.3,49.6,57.2,45.8,,400,58.1,62,46.3,1.3,0.43,,,1
258,W203706076254401,Maharashtra,Buldhana,KHAMGAON,Nandri,76.42888889,20.61833333,2022,7.81,1122,0,457.7,74.4,33.1,42.6,,425,78.2,55.9,48.6,0.5,0.69,,,1
259,W203106076402101,Maharashtra,Buldhana,Khamgaon,Ambe Takli,76.6725,20.51833333,2022,7.74,1121,0,463.8,74.4,59.4,42.6,,425,62.1,65.6,56.7,0.4,0.6,,,1
260,W203834076402101,Maharashtra,Buldhana,Khamgaon,Rohna,76.6725,20.64277778,2022,7.69,1164,0,378.3,95.7,39.9,85.5,,455,80.2,62,35.7,0.4,0.7,,,1
261,W201737076241901,Maharashtra,Buldhana,MEHKAR,Loni,76.40527778,20.29361111,2022,7.76,826,0,152.6,113.4,74,46,,300,58.1,37.7,34.7,9.8,0.41,,,1
262,W204800076420001,Maharashtra,Buldhana,Shegaon,Shegaon,76.7,20.8,2022,7.58,2208,0,604.1,283.6,170,12.5,,850,122.2,132.4,73.4,1.4,0.79,,,3
263,W204100076120001,Maharashtra,Buldhana,Motala,Motala,76.2,20.68333333,2022,7.69,1457,0,537,141.8,48.5,45.1,,470,80.2,65.6,88.8,2.6,0.58,,,1
264,W204000076330001,Maharashtra,Buldhana,Khamgaon,Garadgaon,76.55,20.66666667,2022,7.78,889.4,0,366.1,49.6,38.3,45.1,,340,44.1,55.9,35.7,0.4,0.63,,,1
265,W202500076270001,Maharashtra,Buldhana,Chikli,Amdapur,76.45,20.41666667,2022,7.32,1247,0,366.1,109.9,58.1,87.8,,440,70.1,64.4,42.5,8.8,0.34,,,1
266,W204328076261501,Maharashtra,Buldhana,Khamgaon,Pimpalgaon Raja,76.4375,20.72444444,2022,7.88,901.1,0,390.5,60.3,26.5,27,,275,50.1,36.5,70,1.3,0.64,,,0
267,W202050076380001,Maharashtra,Buldhana,Mehkar,Warwand,76.63333333,20.34722222,2022,7.61,1286,0,360,159.5,46.2,90.4,,460,80.2,63.2,57.4,4.1,0.43,,,3
268,W203745076074501,Maharashtra,Buldhana,Motala,Rohinkhed,76.11805556,20.62916667,2022,7.72,2028,0,720,301.3,16.8,9.9,,550,100.2,72.9,174.2,39.6,0.37,,,1
269,W204948076350001,Maharashtra,Buldhana,Shegaon,Jalamb,76.58333333,20.83,2022,7.66,1950,0,347.8,287.1,170,86.4,,770,122.2,113,57.4,0.8,0.41,,,4
270,W204859076121001,Maharashtra,Buldhana,Malkapur,Datala-1,76.20277778,20.81638889,2022,7.82,684.3,0,207.5,78,44.9,20.4,,195,38.1,24.3,56.7,3.2,0.31,,,0
271,W210526076332501,Maharashtra,Buldhana,Jalgaon-Jamod,Sungaon-1,76.55694444,21.08388889,2022,7.78,1366,0,402.7,173.7,59.5,67.3,,610,104.2,85.1,32.3,12,0.3,,,1
272,W202725076275001,Maharashtra,Buldhana,CHIKHLI,Undri,76.46388889,20.45694444,2022,7.81,779.3,0,244.1,78,34.8,70.5,,290,62.1,32.8,48.1,0.6,0.69,,,1
273,W201748076343501,Maharashtra,Buldhana,Mehkar,Janephal,76.96055556,20.50166667,2022,7.87,1360,0,469.9,106.4,68.6,54.1,,385,64.1,54.7,77.4,58.1,0.28,,,0
274,W203100076030001,Maharashtra,Buldhana,Buldana,Padali,76.05,20.51666667,2022,7.8,932.3,0,317.3,81.5,67.3,42.1,,365,60.1,52.2,38,3.4,0.57,,,1
